periode,site,"xcoord,N,24,15","ycoord,N,24,15",structure_num,proprétaire,structure_type,animal,animal_emp,animal_part,chien,chien_emp,chien_part,bovin,bovin_emp,bovin_part,ovin,ovin_emp,ovin_part,cheval,cheval_emp,cheval_part,porc,porc_emp,porc_part,volaille,volaille_emp,volaille_part,cervide,cervide_emp,cervide_part,poisson,poisson_emp,poisson_part,singe,singe_emp,singe_part,renard,renard_emp,renard_part,elephant,elephant_emp,elephant_part,oiseaux,oiseaux_part,tortue,glire,total
"5,00",Dasikong,"12726555,15","4317906,257",58大司空M16,,tombe,,,,"1,00",,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"5,00",Dasikong,"12726555,15","4317906,257",58大司空M35,,tombe,,,,"2,00",fosse_ceinture;cercueil,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"5,00",Dasikong,"12726555,15","4317906,257",58大司空M12,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"5,00",Dasikong,"12726555,15","4317906,257",58大司空M9,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"5,00",Dasikong,"12726555,15","4317906,257",58大司空M22,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",62大司空M53,,tombe,,,,,,,"1,00",plateforme_2,membre,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,50",Dasikong,"12726555,15","4317906,257",80大司空M539,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",86大司空南M29,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",83大司空M646,,tombe,,,,"1,00",remblai,entier,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Dasikong,"12726555,15","4317906,257",04大司空M303,,tombe,,,,"4,00",fosse_ceinture;remblai,entier,"1,00",plateforme_2,membre,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
"2,00",Dasikong,"12726555,15","4317906,257",83大司空M663,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Dasikong,"12726555,15","4317906,257",12-15大司空M43,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",15-16大司空M28,,tombe,"1,00",plateforme_2,membre,"1,00",fosse_ceinture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,00",Dasikong,"12726555,15","4317906,257",15-16大司空M7,,tombe,,,,"3,00",fosse_ceinture;remblai,entier,"1,00",plateforme_2,membre,"2,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
"4,00",Dasikong,"12726555,15","4317906,257",15-16大司空M27,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Dasikong,"12726555,15","4317906,257",15-16大司空M60,homme,tombe,"2,00",plateforme_2,membre,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"4,00",Dasikong,"12726555,15","4317906,257",15-16大司空M1,femme,tombe,,,,"1,00",remblai,entier,"1,00",plateforme_2,membre,"2,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,00"
"4,00",Dasikong,"12726555,15","4317906,257",15-16大司空M94,,fosse_char_cheval,,,,,,,,,,,,,"2,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"1,00",Dasikong,"12726555,15","4317906,257",04A区M2,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"4,00",Dasikong,"12726555,15","4317906,257",04A区M3,,tombe,"1,00",,os,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,00",Dasikong,"12726555,15","4317906,257",04A区M5,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04A区M6,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Dasikong,"12726555,15","4317906,257",04A区M10,,tombe,"1,00",fosse_ceinture,os,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Dasikong,"12726555,15","4317906,257",04A区M11,,tombe,,,,"1,00",fosse_ceinture,entier,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Dasikong,"12726555,15","4317906,257",04A区M18,,tombe,,,,"2,00",fosse_ceinture;plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Dasikong,"12726555,15","4317906,257",04A区M19,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04A区M20,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04A区M21,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04A区M22,,tombe,"1,00",,os,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Dasikong,"12726555,15","4317906,257",04B区M30,,tombe,,,,"2,00",fosse_ceinture;fond_tombeau,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Dasikong,"12726555,15","4317906,257",04A区M31,,tombe,,,,"2,00",fosse_ceinture;plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,00",Dasikong,"12726555,15","4317906,257",04A区M32,,tombe,"1,00",,membre,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,00",Dasikong,"12726555,15","4317906,257",04A区M33,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04B区M34,,tombe,"1,00",plateforme_2,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Dasikong,"12726555,15","4317906,257",04B区M36,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",04B区M42,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",04B区M43,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04B区M58,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,"1,00",plateforme_2,membre,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,00"
,Dasikong,"12726555,15","4317906,257",04A区M61,,tombe,,,,,,,,,,,,,,,,,,,,,,,,,"3,00",,branchie,,,,,,,,,,,,,,"3,00"
"4,00",Dasikong,"12726555,15","4317906,257",04A区M69,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04B区M70,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04A区M72,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04A区M80,,tombe,,,,"1,00",,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",04A区M81,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",04C区M90,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M91,,tombe,,,,,,,"1,00",plateforme_2,membre,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Dasikong,"12726555,15","4317906,257",04A区M94,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Dasikong,"12726555,15","4317906,257",04A区M105,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M106,,tombe,"1,00",,os,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Dasikong,"12726555,15","4317906,257",04B区M108,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M111,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M112,,tombe,"1,00",,os,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Dasikong,"12726555,15","4317906,257",04A区M121,,tombe,,,,"2,00",fosse_ceinture;plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Dasikong,"12726555,15","4317906,257",04A区M123,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M126,,tombe,,,,"5,00",fosse_ceinture,entier,,,,"1,00",plateforme_2,membre,,,,"1,00",plateforme_2,membre,"1,00",,os,,,,,,,,,,,,,,,,,,,,"8,00"
"3,00",Dasikong,"12726555,15","4317906,257",04A区M127,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04A区M128,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M130,,tombe,"1,00",,os,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M136,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",04C区M146,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Dasikong,"12726555,15","4317906,257",04A区M151,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M154,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Dasikong,"12726555,15","4317906,257",04C区M155,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",04C区M158,,tombe,"1,00",,os,,,,"1,00",plateforme_2,membre,,,,,,,,,,,,,"1,00",,corne,,,,,,,,,,,,,,,,,"3,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M159,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04A区M163,,tombe,"2,00",cercueil;plateforme_2,membre,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,00"
"3,00",Dasikong,"12726555,15","4317906,257",04C区M166,,tombe,"1,00",,os,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Dasikong,"12726555,15","4317906,257",04C区M168,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",04A区M169,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04A区M171,,tombe,,,,"1,00",plateforme_2,tête,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M172,,tombe,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Dasikong,"12726555,15","4317906,257",04D区M203,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M204,,tombe,,,,"1,00",salle_tombeau,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Dasikong,"12726555,15","4317906,257",04D区M205,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",04D区M207,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",04D区M209,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,"1,00",fosse_ceinture,corne,,,,,,,,,,,,,,,,,"3,00"
"3,00",Dasikong,"12726555,15","4317906,257",04D区M215,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04D区M216,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Dasikong,"12726555,15","4317906,257",04D区M218,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",04D区M219,,tombe,"1,00",,os,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M225,,tombe,"1,00",,os,"1,00",,membre,"1,00",,membre,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M229,,tombe,"1,00",plateforme_2,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M230,,tombe,"1,00",plateforme_2,membre,"1,00",fosse_ceinture,entier,"1,00",plateforme_2,membre,"1,00",plateforme_2,membre,,,,,,,,,,,,,"3,00",,,,,,,,,,,,,,,,"7,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M253,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,50",Dasikong,"12726555,15","4317906,257",04C区M256,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",04C区M257,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M261,,tombe,"1,00",,os,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"1,00",Dasikong,"12726555,15","4317906,257",04C区M264,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M271,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Dasikong,"12726555,15","4317906,257",04C区M278,,tombe,"2,00",plateforme_2,os;membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M280,,tombe,"2,00",niche,os;membre,"1,00",niche,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"2,00",Dasikong,"12726555,15","4317906,257",04C区M281,,tombe,"2,00",niche,os;membre,"1,00",niche,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"2,00",Dasikong,"12726555,15","4317906,257",04C区M285,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M286,,tombe,,,,"1,00",fosse_ceinture,entier,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,00",Dasikong,"12726555,15","4317906,257",04C区M287,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M292,,tombe,"1,00",,os,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M298,,tombe,"1,00",plateforme_2,os,"1,00",fosse_ceinture,entier,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M299,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M301,,tombe,,,,"1,00",fosse_ceinture,entier,"1,00",plateforme_2,membre,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M303,,tombe,,,,"4,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,"100,00",,,,,,,,,,,,,,,,"104,00"
"3,00",Dasikong,"12726555,15","4317906,257",04D区M303,,tombe,"1,00",,os,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Dasikong,"12726555,15","4317906,257",04D区M337,,tombe,,,,"1,00",cercueil,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04B区M346,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04B区M348,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",04B区M349,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Dasikong,"12726555,15","4317906,257",04D区M356,,tombe,,,,"2,00",fosse_ceinture;plateforme_2,entier,,,,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"3,00",Dasikong,"12726555,15","4317906,257",04D区M360,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",04B区M364,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Dasikong,"12726555,15","4317906,257",04B区M371,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,00",Dasikong,"12726555,15","4317906,257",04D区M374,,tombe,"1,00",,dent,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Dasikong,"12726555,15","4317906,257",04C区M400,,tombe,,,,"2,00",fosse_ceinture;plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Dasikong,"12726555,15","4317906,257",04D区M412,,tombe,"1,00",,os,"3,00",fosse_ceinture;remblai,entier;membre,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,00"
"3,00",Dasikong,"12726555,15","4317906,257",04B区M419,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",04B区M420,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",04B区M421,,tombe,,,,"1,00",fond_tombeau,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Dasikong,"12726555,15","4317906,257",04B区M423,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Dasikong,"12726555,15","4317906,257",04D区M435,,tombe,"1,00",,os,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Dasikong,"12726555,15","4317906,257",04A区M444,,tombe,"1,00",,membre,"5,00",fosse_ceinture;cercueil,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
"3,00",Dasikong,"12726555,15","4317906,257",04B区M446,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Dasikong,"12726555,15","4317906,257",04B区M453,,tombe,"1,00",,dent,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Dasikong,"12726555,15","4317906,257",04B区M457,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",58-61三区M303,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",58-61三区M316,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",58-61三区M321,,tombe,,,,,,,,,,"1,00",,os,,,,,,,,,,,,,"1,00",,os,,,,,,,,,,,,,,"2,00"
,Dasikong,"12726555,15","4317906,257",58-61三区M322,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",58-61一区M104,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",15-16大司空F31,,fondations_bâtiment,,,,"6,00",fondations_bâtiment,membre;tête,,,,,,,,,,,,,,,,,,,"1,00",fondations_bâtiment,,,,,,,,,,,,,,,"7,00"
"2,00",Dasikong,"12726555,15","4317906,257",15-16大司空H95,,fosse,,,,,,,,,,,,,,,,,,,,,,,,,"1,00",fosse,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",,,fosse,,,,,,,"1,00",fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",,,fosse,,,,,,,,,,,,,"1,00",fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Xiaomintun,"12722757,89","4317912,05",孝民屯M698,,tombe,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Xiaomintun,"12722757,89","4317912,05",,,tombe,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Xiaomintun,"12722757,89","4317912,05",89-90孝民屯东南M1228,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Xiaomintun,"12722757,89","4317912,05",89-90孝民屯东南M1231,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Xiaomintun,"12722757,89","4317912,05",89-90孝民屯东南M1233,,tombe,,,,"2,00",fosse_ceinture;plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Xiaomintun,"12722757,89","4317912,05",89-90孝民屯东南M1240,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Xiaomintun,"12722757,89","4317912,05",89-90孝民屯东南M1242,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Xiaomintun,"12722757,89","4317912,05",89-90孝民屯东南M1245,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Xiaomintun,"12722757,89","4317912,05",89-90孝民屯东南M1246,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Xiaomintun,"12722757,89","4317912,05",89-90孝民屯东南M1250,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
